attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,good,average,good,0,11539622,0,,good,5,GEOG101,Bassett = awesome. He really cares about what he's teaching. Some people think his lectures are boring but he is totally engaging during office hours.,03/03/2006,2,2.0,,5,Really into it,5,5.0,1,N/A,N/A,1112,N/A,,N/A,,people,people
N/A,good,average,average,0,11211726,0,,good,4,GEOG101,"He is definately very knowledgable about his subject matter, and he tries to develop his own opinions through his lecture notes.  He may seem very communist, but the class is easy, and if you get the chance to know him, he is a very nice guy to be around. There is a lot to do and research for a level 100 class, but I encourage taking the class.",12/19/2005,2,2.0,,3,Really into it,3.5,3.5,1,N/A,N/A,1112,N/A,,N/A,,people,people
N/A,good,average,good,0,11129045,0,,good,5,GEOG101,"A very good lecturer, he clearly cares about the material (developing nations).  He is very empathetic if you visit him during office hours and his tests are very predictable if you've done the readings and gone to class. His lecture notes are vague, so attendance is a good idea.",12/12/2005,2,2.0,,5,It's my life,5,5.0,1,N/A,N/A,1112,N/A,,N/A,,people,people
N/A,average,good,average,0,11102017,0,,poor,2,GEOG101,"Bassett's online notes are very general. This makes going to lecture a must. Also has pop quizzes in lecture. Discussion is necessary to go to because of attendance issues and turn-in assignments, but relates little to what is covered in lecture. Papers are video essays that are unnecessary, and the reading load is ridiculous - just dont bother.",12/09/2005,4,4.0,,2,Really into it,2,2.0,1,N/A,N/A,1112,N/A,,N/A,,people,people
N/A,good,good,good,0,10908491,0,,good,5,GEOG101,"Does anyone know an alternative spelling for &quot;biased&#63;&quot; I think it'd have to be &quot;Bassett.&quot; While not a bad guy, he discredits himself terribly with his anti-American propoganda and emphasis on problems brought to the world by the West. Class is also considerably more work than a freakin' 101 should be. Very easy conceptually, but forget the effort.",11/15/2005,4,4.0,,3,Really into it,4,4.0,1,N/A,N/A,1112,N/A,,N/A,,people,people
N/A,good,average,good,0,10849963,0,,good,4,GEOG101,"He is fine as a professor but the grading system for this class screws you over if you have a hard TA.  You don't need to read the books that is like 2 questions out of 40 on the tests, and most TA's send out summaries before the tests. Make sure you see the video's and go to the lectures that will have a video or a quiz and you'll be fine.",11/08/2005,3,3.0,,4,Meh,4,4.0,1,N/A,N/A,1112,N/A,,N/A,,people,people
N/A,good,poor,good,0,3813642,0,,good,4,GEOG101,"if you read the books and attend lecture, it should be fine... the teacher's opinions are valuable in that they may differ from yours, but he also does research in the ivory coast and has some authority to say that what our country is doing may be harmful to 3rd world countries",05/08/2005,1,1.0,,4,Really into it,4,4.0,1,N/A,N/A,1112,N/A,,N/A,,people,people
N/A,good,average,average,0,3433875,0,,good,4,GEOG101,It was an easy class so that made him pretty likable in my opinion.,03/08/2005,2,2.0,,3,Really into it,3.5,3.5,1,N/A,N/A,1112,N/A,,N/A,,people,people
N/A,poor,average,poor,0,3379963,0,,poor,1,GEOG101,The entire semester was just him pushing his stupid liberal extremist ideas on the class.  He only knows his opinions and nothing more.  And he's completely Anti-American. He makes statements as if everything out of his mouth is the most profound thing ever said. And he's horribly boring.,02/21/2005,2,2.0,,1,Low,1,1.0,1,N/A,N/A,1112,N/A,,N/A,,people,people
N/A,good,average,good,0,3372117,0,,good,5,GEOG101,"I took this class as a Senior, and let me tell you, it was my fun class that semester.  It might be hard compared to a &quot;blow off&quot; class, but compared to BIOCHEM 350 this was a breeze.  The Professor has a very unique point of view, but that's what professors are for, at least in upper levels.",02/18/2005,2,2.0,,5,Sorta interested,5,5.0,1,N/A,N/A,1112,N/A,,N/A,,people,people
