attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,26611325,0,,good,4,ECON103,"The course itself is difficult. My brain still hurts thinking about all the information I had to learn in that course, but if you do all the required course work you will be fine. Petry is an amazing professor and will help you in any possible way. Also, he curves exam grades and the class which is what saved me.",05/18/2016,3,3.0,,5,N/A,4.5,4.5,1,No,N/A,1112,Yes,,B,,people,people
Mandatory,poor,good,average,1,26552027,0,,poor,1,ECON103,Makes participation mandatory (you get around 7 cuts). Homework and quizzes every week. 2 midterms and a final. Lectures are him literally reading the slides he made you buy and him circling and writing stuff on the projector. You also have a paper for the class.  (Course packet and online code is all I bought for the class).,05/12/2016,4,4.0,,3,N/A,2,2.0,1,Yes,N/A,1112,Yes,,N/A,,people,person
Mandatory,good,average,average,0,26294334,0,,good,4,ECON103,"Joe Petry is genuinely a great professor, that is able to explain economics in an engaging and energetic manner. He also displays a strong willingness to working with students and is a fair grader. Overall, great professor, that genuinely wants every student to succeed.""Thumbs Up!""",04/14/2016,3,3.0,,3,N/A,3.5,3.5,1,No,N/A,1112,Yes,,N/A,,people,people
Not Mandatory,good,average,good,1,25818114,0,,good,4,ECON203,"Overall, Petry is a great professor and I imagine this class would be way worse if anyone but him was teaching it. He makes the lectures interesting and provides a fair curve for test and quizzes. Go Illini!",12/24/2015,3,3.0,,4,Really into it,4,4.0,1,No,N/A,1112,Yes,,A,,people,person
Mandatory,good,average,average,2,25156711,0,,good,4,ECON103,"If you go to lecture and discussion and do the practice tests in the course packet (3 per test) you'll be just fine. He is a solid lecturer and slides are good, but discussion really helps clarify tougher concepts. Beware that the second-half material requires much more effort to understand than the first-half, so don't coast after midterm 1.",08/28/2015,2,2.0,,3,Really into it,3.5,3.5,1,Yes,N/A,1112,Yes,,A,,people,people
Not Mandatory,good,good,good,1,25113493,0,,good,5,ECON203,"Pay attention in lectures and you should be fine. Don't get lazy as the semester goes on, because the final will be tougher than the midterms. He may be a little dry sometimes in lecture, but he's a good professor.",08/12/2015,4,4.0,,3,Low,4,4.0,1,Yes,N/A,1112,Yes,,B+,,people,person
Mandatory,good,good,average,0,25097754,0,online,good,4,ECON203,"Econ 203 is going to be difficult regardless, but if you put in the work it's not impossible. I would highly recommend taking this class online over the summer. Petry's 103 lectures weren't fun, but there are minimal video lectures on the online course. You can also go at your own pace, and if you need help it is available. Project is not bad.",08/06/2015,4,4.0,,3,Sorta interested,3.5,3.5,1,No,N/A,1112,Yes,,INC,,people,people
Mandatory,good,average,good,2,24876901,0,,good,5,ECON103,Thumbs up! He's a good guy.,05/20/2015,2,2.0,,3,Sorta interested,4,4.0,1,No,N/A,1112,Yes,,A,,people,people
N/A,good,average,good,0,24858728,0,,good,5,ECON203,"Perry's a really nice guy and the class is pretty straightforward. If you just do all your homework and do the practice exams provided for each exam you'll be fine. Also, he's really generous with the curve; on one of our midterms, everyone got +17.5% added to their grade.",05/18/2015,2,2.0,,5,Really into it,5,5.0,1,No,N/A,1112,Yes,,N/A,,people,people
N/A,good,good,good,0,24696394,0,,good,5,ECON203,We all know ECON 203 is a difficult class but Petry makes everything very clear and makes use of lecture time. Gives curves on the exam but you still need to study well in advance to succeed in this class,04/29/2015,4,4.0,,5,Really into it,5,5.0,1,Yes,N/A,1112,Yes,,B+,,people,people
N/A,good,average,good,1,23864349,2,,good,5,ECON203,"Stats is not an easy course to teach, but Petry does it the best by far. Attendance is not mandatory, and if you dont go you will fail guaranteed. He curves every test 6-10% and the overall course. If you go to class and do the homework it is a manageable A. Everyone ripping on Petry for his teaching style for this course is wrong. ",11/20/2014,3,3.0,,5,Really into it,5,5.0,1,No,N/A,1112,Yes,,N/A,,people,person
