attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,25750260,0,,good,5,PHIL106,"She's a really good professor who knows her materials. Never gets boring. Reading textbook is essential at every class because you'll have to represent the authors' ideas from the readings in class. An essay midterm exam, one 5-6 pages paper and either a final paper or an essay final exam which she lets the students decide.",12/17/2015,2,2.0,,4,Really into it,4.5,4.5,1,Yes,N/A,1112,N/A,,N/A,,people,people
N/A,good,average,good,0,24964411,0,,good,4,214,Professor Murphy is a stellar instructor.,06/14/2015,3,3.0,,4,Sorta interested,4,4.0,1,Yes,N/A,1112,Yes,,N/A,,people,people
N/A,good,average,good,0,24962674,0,,good,5,PHIL214,"Took Biomedial Ethics with her. Lectures involved lots of discussions with students, but nothing hard. Her lecture style is the best I've seen. She challenges you to think in new ways. Went to office hours a few times, and she was always happy to talk about lecture topics and then some if you wanted to go into more detail. She's exceptionally good ",06/13/2015,2,2.0,,5,It's my life,5,5.0,1,Yes,N/A,1112,Yes,,N/A,,people,people
