attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,average,average,average,0,18961722,0,,poor,2,MACS101,"She was horrible, expected every class to be lead by student discussion. Never lectured ultimately the class taught itself and she was useless. In addition did not have good knowledge of the material (asked class if we knew what &quot;tumble&quot; was multiple times when its called tumblr).",08/29/2011,3,3.0,,2,Sorta interested,2,2.0,1,No,N/A,1112,N/A,,N/A,,people,people
