attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,poor,good,2,24857948,1,,good,5,STAT100,"Stat 100 is a super easy class and it is almost impossible to not get at least an A. Laska is pretty boring to listen to, and we end up writing down the same thing multiple times in the notebook, but the class is very easy, so not much to complain about.",05/18/2015,1,1.0,,4,Low,4.5,4.5,1,Yes,N/A,1112,Yes,,A,,person,people
N/A,good,poor,good,3,24840891,0,,good,5,STAT100,The best professor I have had so far at U of I. Class was easy and she goes above and beyond to help her students. ,05/15/2015,1,1.0,,5,It's my life,5,5.0,1,Yes,Yes,1112,Yes,,N/A,,people,people
Not Mandatory,good,average,good,1,24405336,4,,good,5,STAT100,"Pretty clear and concise during lecture. If you have a question, she's always willing to help you out. Usually, she explains things at a simple enough level to where you can understand it even if you aren't really a math person. My only problem is that she has this weird quirk where she always talks like she's about to laugh. It just bugs me.",02/23/2015,2,2.0,,5,Low,5,5.0,1,Yes,N/A,1112,Yes,,N/A,,people,person
N/A,good,poor,good,1,24240286,1,,good,5,STAT100,She's adorable and it is hard to not get an A. She gives it straightforward and as long as you know how to do simply math you are perfectly fine. A very good teacher with tons of extra credit opportunities. She is way too excited to teach her subject but hey it was entertaining.,01/06/2015,1,1.0,,5,Really into it,5,5.0,1,Yes,Yes,1112,Yes,,N/A,,person,person
N/A,good,poor,good,1,24233180,0,,good,5,STAT100,"She is awesome. If you take STAT 100 with this woman, you will easily get A. She is very respective to students and she is always there for you. TONS OF EXTRA CREDITS",01/05/2015,1,1.0,,5,It's my life,5,5.0,1,Yes,Yes,1112,Yes,,N/A,,people,person
Not Mandatory,good,average,good,1,24004525,1,,good,5,STAT100,"I loved this class! Karle explains absolutely everything that you need to know in class. Despite large class sizes, she is easy to contact and eager to help. There are a lot of opportunities for bonus points. In general, a really good teacherclass for new students.",12/09/2014,2,2.0,,3,Really into it,4,4.0,1,Yes,Yes,1112,Yes,,A,,person,person
Not Mandatory,good,poor,good,1,23862572,0,,good,5,STAT100,"She's amazing, take this class!",11/20/2014,1,1.0,,5,Really into it,5,5.0,1,Yes,N/A,1112,Yes,,A+,,people,person
Mandatory,good,poor,good,1,23853392,0,,good,5,STAT100,Wonderful lectures and she is one of the best stat professors. ,11/19/2014,1,1.0,,5,It's my life,5,5.0,1,Yes,N/A,1112,Yes,,Not sure yet,,people,person
N/A,good,poor,good,1,23849066,0,,good,5,STAT100,she super nice and the class is really easy ,11/19/2014,1,1.0,,5,Sorta interested,5,5.0,1,Yes,N/A,1112,Yes,,N/A,,people,person
N/A,good,average,good,1,23844243,0,,good,5,STAT100,She's the best!,11/18/2014,2,2.0,,5,It's my life,5,5.0,1,No,Yes,1112,Yes,,N/A,,people,person
N/A,good,average,good,1,23793117,0,,good,5,STAT100,I'm not a math person and Ms. Laska actually made me like stats!  Definitely take stat 100 with her if you can!,11/12/2014,2,2.0,,5,Really into it,5,5.0,1,Yes,Yes,1112,Yes,,N/A,,people,person
N/A,good,poor,good,1,23755098,0,,good,5,STAT100,Easiest class ever.,11/06/2014,1,1.0,,5,It's my life,5,5.0,1,No,N/A,1112,Yes,,N/A,,people,person
N/A,good,average,good,3,23121492,2,,good,5,STAT100,"Such a great teacher.  Explains all material and has the students prepared for exams, and plus she's a 5/5 on the hotness scale",04/29/2014,2,2.0,,5,It's my life,5,5.0,1,No,N/A,1112,N/A,,N/A,,people,people
