attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,poor,average,poor,0,25220314,0,,poor,1,MATH441,"Lecture basically involves copying personal notes onto the blackboard, not to mention the handwriting is tiny and almost illegible for students sitting on the sides; goes through proofs by copying the textbook and often gets stuck in the middle. Also not willing to help students. Going to lectures is a waste of time; I'd rather read the book...",10/01/2015,3,3.0,,1,Meh,1,1.0,1,Yes,N/A,1112,Yes,,N/A,,people,people
