attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
N/A,poor,good,poor,0,12406609,0,,poor,1,PSYCAA,"she was awful, i hated her and she didn't help, going to her pseudo-lecture BLEW",11/13/2006,5,5.0,,2,It's my life,1.5,1.5,1,Yes,N/A,1112,N/A,,N/A,,people,people
