attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,0,25842079,0,,good,5,ARCH199,"I took the CHP Arch as a gateway to culture class.  Interesting and fun way to see architecture through ""new eyes"".  Field trips sometimes go over the scheduled class, but he makes up for it.  4 short essays.  Class discussions are very thought provoking. Prof Warfield is a cool guy and has lots of good stories/ a variety of unique experiences",12/29/2015,2,2.0,,5,Really into it,5,5.0,1,No,N/A,1112,Yes,,N/A,,people,people
N/A,good,poor,good,1,21226374,0,,good,5,ARCH199,"I took his CHP class. It was very interesting and a good exposure to architecture. Very light workload (4 small projects). It was a good class, I enjoyed it.",01/07/2013,1,1.0,,5,Sorta interested,5,5.0,1,No,N/A,1112,N/A,,N/A,,people,person
N/A,good,average,good,1,16599309,0,,good,4,ARCH199,"Very good teacher, had a real easy way of explaining the materiel, and a great sense of humor.",12/18/2009,2,2.0,,5,It's my life,4.5,4.5,1,No,N/A,1112,N/A,,N/A,,people,person
N/A,average,good,average,0,15422060,0,,poor,3,ARCH475,"Showed little interest in teaching the class, uninvested, ineffective could not remember names, refused to meet outside of class, frequently went off topic for long periods of time.",01/28/2009,4,4.0,,1,It's my life,2,2.0,1,Yes,N/A,1112,N/A,,N/A,,people,people
N/A,good,poor,good,1,11211829,0,,good,5,ARCH199,"I took this as my CHP Honors Seminar, and it was my favorite class of the semester.  He was very knowledgable about his subject matter and he conveyed that effectively so that I learned a lot too.  Day trips to Columbus, IN and Springfield, IL were the highlights of the class, as well as the party at the end of the semester at the Erlanger House.",12/19/2005,1,1.0,,5,It's my life,5,5.0,1,N/A,N/A,1112,N/A,,N/A,,people,person
N/A,good,good,good,0,10190916,0,,good,5,STUDIO,"awsome to work with, great attitude....  Fun and intreasting projects.  Very flexable with students.  Actually teaches skills for the professional world.  A+.  Take him if you can!",08/31/2005,5,5.0,,5,It's my life,5,5.0,1,N/A,N/A,1112,N/A,,N/A,,people,people
