attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Mandatory,good,average,good,1,25141262,0,,good,5,ARLES,Tough but really smart and actually cares about students. Also wrote rec that helped me get into top tier law school,08/22/2015,2,2.0,,5,Low,5,5.0,1,Yes,N/A,1112,Yes,,B+,,people,person
N/A,good,good,good,0,22694716,0,,good,5,FR210,"Mr. Hunt was, no doubt, the best teacher I have had.  He encouraged me to push myself.  Class can be difficult.  Lots of writing and reading... Improved my written and oral french drasticaly",01/04/2014,4,4.0,,5,Low,5,5.0,1,No,N/A,1112,N/A,,N/A,,people,people
Mandatory,good,average,good,2,22686675,0,,good,5,FR208,He was by far the most helpful French teacher I had at U of I! He always kept the topics interesting and relevant. I learned a lot of helpful writing skills in this class that I used in all of my later French classes. He made the class feel comfortable to participate and was always available for extra help.,01/02/2014,3,3.0,,5,Really into it,5,5.0,1,No,N/A,1112,N/A,,A,,people,people
Mandatory,good,good,average,0,22609190,2,,good,4,FR208,"Required excessive printing in lieu of book. Tough class, way too much work, did improve written French but not worth the work. Helpfulness low...",12/18/2013,5,5.0,,3,Really into it,3.5,3.5,1,Yes,N/A,1112,N/A,,N/A,,people,people
N/A,good,average,good,2,21231648,2,,good,5,FRE207,"One of the best teachers I have ever had at U of I! Come to class, do your homework, study and you will do well! Speaks amazing French... would definitely recommend.",01/08/2013,3,3.0,,5,It's my life,5,5.0,1,Yes,N/A,1112,N/A,,N/A,,people,people
