attendance,clarityColor,easyColor,helpColor,helpCount,id,notHelpCount,onlineClass,quality,rClarity,rClass,rComments,rDate,rEasy,rEasyString,rErrorMsg,rHelpful,rInterest,rOverall,rOverallString,rStatus,rTextBookUse,rWouldTakeAgain,sId,takenForCredit,teacher,teacherGrade,teacherRatingTags,unUsefulGrouping,usefulGrouping
Not Mandatory,good,average,good,3,25817364,0,,good,5,ASTR100,Very nice professor! At times struggled to control the large class but overall did a great job. Pretty easy class; would recommend. Just make sure you don't waste money and rent/buy the textbook. All the info you need for the tests (i.e. the lecture slides) is posted online.,12/24/2015,2,2.0,,4,Sorta interested,4.5,4.5,1,No,N/A,1112,Yes,,A,,people,people
