categoryType,contentType,institution_name,overall_rating,rating_class,tDept,tFname,tLname,tMiddlename,tNumRatings,tSid,tid
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,English,Beverly,Crockett,,0,1112,1361253
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Dance,Kate,Insolia,,0,1112,1368354
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Music,Peter,Wellington,,0,1112,1383257
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Italian,Diane,Musumeci,,0,1112,1390781
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Physics,Alex,Kao,,0,1112,1397228
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Fine Arts,Bradley,Hudson,,0,1112,1399200
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,History,Nicole,Rivera,,0,1112,1417601
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,French,Alice,Omaggio,,0,1112,1433946
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Journalism,Matthew,Ehrlich,,0,1112,1437336
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Education,David Todd,Spinner,,0,1112,1438281
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,English,Carl,Lehnen,,0,1112,1440781
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Ethnic Studies,Jacquelyn,Beard,,0,1112,1442372
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Chemistry,Nate,Haas,,0,1112,1442397
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Communication,Eric,Hansen,,0,1112,1442485
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Statistics,Xuming,HE,,0,1112,1446482
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Engineering,Todd,Coleman,,0,1112,1450617
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Dance,Hope,Goldman,,0,1112,1450873
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Economics,Ron,Laschever,,0,1112,1451500
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Sociology,Keri,Niehans,,0,1112,1453443
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Mathematics,John,Lenz,,0,1112,1469293
