categoryType,contentType,institution_name,overall_rating,rating_class,tDept,tFname,tLname,tMiddlename,tNumRatings,tSid,tid
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Engineering,Bruce,Litchfield,,0,1112,1470192
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Management,Nick,Prince,,0,1112,1471585
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Special Education,Susan,Carty,,0,1112,1491624
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Psychology,Jenessa,Sprague,,0,1112,1492789
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Engineering,Santanu,Chakraborty,,0,1112,1503575
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Art & Design,Jon,Krohn,,0,1112,1510116
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Spanish,Megan,Kelly,,0,1112,1510945
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Biology,Bradley,Consentino,,0,1112,1513243
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Engineering,Matt,Magill,,0,1112,1529281
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Engineering,Sunny,Thakkar,,0,1112,1534565
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Economics,Ferouz,Gahvari,,0,1112,1535893
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Education,Katherine,Ryan,,0,1112,1543964
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Theater,Mark,Williams,,0,1112,1547844
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Community Health Sciences,Kenneth,Borkowski,,0,1112,1549185
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Mathematics,Jianan,XU,,0,1112,1554595
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Accounting,William,Wright,,0,1112,1566915
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Civil Engineering,Jinki,Kim,,0,1112,1572257
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Business,Alex,Spletsov,,0,1112,1573947
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Communication,Natasha,Shrikant,,0,1112,1577008
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Physics,Lance,Cooper,,0,1112,1577687
