categoryType,contentType,institution_name,overall_rating,rating_class,tDept,tFname,tLname,tMiddlename,tNumRatings,tSid,tid
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Bioengineering,Eric,Salm,,0,1112,1820714
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Kinesiology,Davod,Strauser,R,0,1112,1831996
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Music,Linda,Moorhouse,,0,1112,1832698
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Education,William,Cope,,0,1112,1835664
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Linguistics,Erin,Lamboi,S,0,1112,1836104
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Social Work,Lisette,Piedra,,0,1112,1844205
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Information Science,Jeff,Limp,,0,1112,1861138
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Information Science,Virgil,Varvel,,0,1112,1861163
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Labor & Employment Relations,Yuanyuan,Sun,,0,1112,1871444
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Music,Cristin,Colvin,,0,1112,1878639
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Biology,Nicholas,Kirchner,,0,1112,1896888
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Finance,Tatyana,Deryugina,,0,1112,1898773
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Asian Studies,Angela,Paik,Naomi,0,1112,1923516
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Animal Biology,Katie,Hughes,,0,1112,1929464
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Linguistics,Marina,Terkourafi ,,0,1112,1933853
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Communication,Kaylee,Lukacena,,0,1112,1966241
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Dance,Renee ,Wadleigh ,,0,1112,1979613
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Communication,Katie,Bruner,,0,1112,2014719
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Communication,Kristina,Williams,,0,1112,2015409
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Psychology,Catherine ,Fairbairn,,0,1112,2045313
