categoryType,contentType,institution_name,overall_rating,rating_class,tDept,tFname,tLname,tMiddlename,tNumRatings,tSid,tid
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Religion,Jessie,DeGrado,,0,1112,2081735
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Law,Vik,Amar,,0,1112,2083346
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Spanish,Raquel ,Goebel,,0,1112,2083829
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Anthropology,Amanda,Butler,,0,1112,2086444
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Biology,Sam,Heads,,0,1112,2086800
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Labor  Employment Relations,Michael ,Schiavone,,0,1112,2087644
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Ethnic Studies,Shantel,Martinez,,0,1112,2088738
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Business,Eric,Jackson,,0,1112,2089243
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Mechanical Engineering,Purushotam,Kumar,,0,1112,2089266
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,English,Jessica,Witte,,0,1112,2090983
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Fine Arts,Ryan,Griffis,,0,1112,2090994
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Political Science,Justine,Pierce,,0,1112,2091341
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Kinesiology,Kristin,Carlson,Nicole,0,1112,2095514
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Biology,Nien-Pei,Tsai,,0,1112,2104735
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Agricultural Economics,Theresa,Miller,Suzanne,0,1112,2105902
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Psychology,Seongee,Cho,,0,1112,2106131
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Mechanical Engineering,Arif,Nelson,Z,0,1112,2106929
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Political Science,Kylee,Britzman,,0,1112,2107452
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Asian Studies,Jeannie,Shinozuka,,0,1112,2108483
PROFESSOR,TEACHER,University Of Illinois at Urbana-Champaign,N/A,zero,Communication,Trina,Wright-Dixon,,0,1112,2112051
