CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
41758,AAS,100,Intro Asian American Studies,AD1,DIS,120098,"Arnaldo, Constancio",2,16,7,1,5,1,0,1,1,0,0,0,0,0,3.6
47100,AAS,100,Intro Asian American Studies,AD2,DIS,120098,"Lee, Alexander J",0,6,5,5,8,4,2,3,0,0,0,0,0,0,3.16
47102,AAS,100,Intro Asian American Studies,AD3,DIS,120098,"Pyon, Heekyong T",0,15,6,1,9,0,1,0,0,0,1,0,0,0,3.51
51248,AAS,100,Intro Asian American Studies,AD4,DIS,120098,"Arnaldo, Constancio",2,22,1,1,3,2,0,3,0,0,0,0,0,0,3.63
51249,AAS,100,Intro Asian American Studies,AD5,DIS,120098,"Lee, Alexander J",0,11,3,4,12,0,0,1,0,0,0,0,0,0,3.43
51932,AAS,100,Intro Asian American Studies,AD6,DIS,120098,"Pyon, Heekyong T",2,15,9,3,4,1,0,0,0,0,1,0,1,0,3.52
54059,AAS,120,Intro to Asian Am Pop Culture,AD1,DIS,120098,"Havlin, Natalie",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54082,AAS,120,Intro to Asian Am Pop Culture,AD2,DIS,120098,"Havlin, Natalie",1,7,8,2,5,1,1,1,0,0,0,0,0,0,3.46
54083,AAS,120,Intro to Asian Am Pop Culture,AD3,DIS,120098,"Lee, Sandra",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54084,AAS,120,Intro to Asian Am Pop Culture,AD4,DIS,120098,"Lee, Sandra",0,5,10,2,3,1,1,0,0,0,1,0,0,0,3.41
53947,AAS,211,Asian Americans and the Arts,A,LCD,120098,"Coyoca, Wilfred D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55149,AAS,299,Politics of Hip Hop & Urban Sp,E,LCD,120098,"Coyoca, Wilfred D",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
49995,AAS,346,Asian American Youth,A,LCD,120098,"Kwon, Soo Ah",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
42862,AAS,365,Asian American Media and Film,A,LCD,120098,"Ono, Kent A",3,1,4,5,6,2,3,0,0,0,0,0,0,0,3.24
41524,AAS,490,Women of Color/NativeFeminisms,LCG,LCD,120098,"Cacho, Lisa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
31263,ABE,100,Intro Agric & Biological Engrg,B,LEC,120098,"Gates, Richard S",0,49,0,0,3,0,0,0,0,0,0,0,0,0,3.94
31270,ABE,221,Agric & Biological Engrg I,AL1,LEC,120098,"Grift, Tony E",2,19,0,5,10,0,0,2,0,0,0,0,0,0,3.54
29651,ABE,361,Off-Road Machine Design,AL1,LEC,120098,"Hansen, Alan C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
51073,ABE,374,Environ Control for Buildings,AB1,LEC,120098,"Green, Angela R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36669,ABE,430,Project Management,A,LCD,120098,"Zahos, Stephen C",0,10,19,19,16,1,1,1,0,0,0,0,0,0,3.4
31280,ABE,466,Engineering Off-Road Vehicles,AL1,LEC,120098,"Hansen, Alan C",3,5,5,5,1,1,1,2,1,2,2,0,0,0,3.05
29660,ABE,476,Indoor Air Quality Engineering,AB1,LAB,120098,"Zhang, Yuanhui",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
