CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
30107,AAS,100,Intro Asian American Studies,AD1,DIS,120071,"Lam, Kevin D",0,7,4,6,10,2,2,2,0,0,0,0,0,0,3.23
41729,AAS,100,Intro Asian American Studies,AD2,DIS,120071,"Lam, Kevin D",0,8,2,6,8,2,1,0,2,0,1,0,0,0,3.18
43832,AAS,100,Intro Asian American Studies,AD3,DIS,120071,"Kim, Hyun H",0,7,7,1,10,2,1,3,0,0,0,1,0,0,3.17
46336,AAS,120,Intro to Asian Am Pop Culture,A,LCD,120071,"Ngo, Fiona",0,6,8,8,10,11,9,9,4,1,2,2,1,1,2.67
43718,AAS,199,Undergraduate Open Seminar,C,LCD,120071,"Cruz, Adrian",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44272,AAS,199,Undergraduate Open Seminar,E,LCD,120071,"Kwon, Soo Ah",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45369,AAS,199,Undergraduate Open Seminar,F,LCD,120071,"Rana, Junaid",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46097,AAS,291,Hinduism in the United States,RP,LCD,120071,"Pandharipande, R V",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46462,AAS,365,Asian American Media and Film,A,LCD,120071,"Nakamura, Lisa",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39533,AAS,450,Asian American Ethnic Groups,NAU,LCD,120071,"Abelmann, Nancy A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46469,AAS,450,Asian American Ethnic Groups,SLU,LCD,120071,"Lee, Shelley S",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30109,AAS,490,Adv Topics in Asian Am Studies,MMG,LCD,120071,"Manalansan, Martin F",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46370,AAS,590,Asian Am Studies Seminar,KO,LCD,120071,"Ono, Kent A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46476,AAS,590,Asian Am Studies Seminar,LC,LCD,120071,"Cacho, Lisa M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46963,AAS,590,Asian Am Studies Seminar,YP,LCD,120071,"Pak, Yoon K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47022,AAS,590,Asian Am Studies Seminar,YW,,120071,"Wong, Yutian",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29865,ABE,374,Env Control for Bio Buildings,AL1,LEC,120071,"Wang, Xinlei",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39997,ABE,425,Eng Measurement Systems,AE1,LCD,120071,"Zhang, Qin",0,29,0,0,1,0,0,0,0,0,0,0,0,0,3.97
29868,ABE,426,Applied Machine Vision,AE1,LCD,120071,"Grift, Tony E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
47444,ABE,436,Renewable Energy Systems,XW1,LCD,120071,"Wang, Xinlei",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29875,ABE,456,Land and Water Resources Eng,G4,LEC,120071,"Kalita, Prasanta K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40185,ABE,456,Land and Water Resources Eng,U3,LEC,120071,"Kalita, Prasanta K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29872,ABE,469,Industry-Linked Design Project,AE1,LCD,120071,"Zahos, Stephen C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44855,ABE,488,Bioprocessing Grains for Fuels,VS1,LCD,120071,"Singh, Vijay",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44834,ABE,498,Special Topics,KB1,LCD,120071,"Bhalerao, Kaustubh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44835,ABE,498,Special Topics,KB2,LCD,120071,"Bhalerao, Kaustubh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45819,ABE,498,Special Topics,MH1,LCD,120071,"Hirschi, Michael C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45818,ABE,498,Special Topics,PK1,LCD,120071,"Kalita, Prasanta K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
46759,ABE,498,Special Topics,PP1,LCD,120071,"Paulsen, Marvin R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29881,ABE,502,Graduate Research II,E,DIS,120071,"Eckhoff, Steven",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45418,ACCY,200,Fundamentals of Accounting,A,LCD,120071,"Silhan, Peter A",1,19,12,10,10,7,10,11,3,4,4,3,0,0,2.85
30111,ACCY,200,Fundamentals of Accounting,TM,LCD,120071,"Desmond, Nancy A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30112,ACCY,201,"Accounting and Accountancy, I",AD1,DIS,120071,"Boghosian, Sarah C",4,7,9,8,4,11,3,2,1,0,0,0,0,0,3.22
30113,ACCY,201,"Accounting and Accountancy, I",AD2,DIS,120071,"Boghosian, Sarah C",4,11,14,6,7,0,3,3,1,0,0,0,0,0,3.41
30114,ACCY,201,"Accounting and Accountancy, I",AD3,DIS,120071,"Mikolajczyk, Marcin M",3,6,13,9,8,6,3,1,1,0,0,0,0,0,3.29
30115,ACCY,201,"Accounting and Accountancy, I",AD4,DIS,120071,"Mikolajczyk, Marcin M",5,11,10,6,4,6,3,2,2,0,2,0,0,0,3.24
30116,ACCY,201,"Accounting and Accountancy, I",AD5,DIS,120071,"Sutor, Kate L",3,12,14,7,5,4,1,1,0,0,3,0,0,0,3.35
30117,ACCY,201,"Accounting and Accountancy, I",AD6,DIS,120071,"Sutor, Kate L",3,12,11,5,6,6,2,0,3,0,1,0,1,0,3.23
30147,ACCY,202,"Accounting and Accountancy, II",AD1,DIS,120071,"Wycklendt, Gregory S",1,11,13,3,6,5,1,0,0,0,0,0,0,0,3.48
30121,ACCY,202,"Accounting and Accountancy, II",ADA,DIS,120071,"Kieser, Brent R",0,16,4,9,6,4,1,3,1,0,0,0,0,1,3.35
30122,ACCY,202,"Accounting and Accountancy, II",ADB,DIS,120071,"Sula, Kimberly M",0,16,12,3,9,4,3,0,0,0,0,0,0,0,3.46
30123,ACCY,202,"Accounting and Accountancy, II",ADC,DIS,120071,"Lipetri, Giovanna C",0,14,9,5,8,5,3,2,0,0,0,0,0,0,3.35
30130,ACCY,202,"Accounting and Accountancy, II",ADD,DIS,120071,"Sung, Joshua L",0,9,4,13,14,7,2,0,0,0,0,0,0,0,3.25
30134,ACCY,202,"Accounting and Accountancy, II",ADE,DIS,120071,"Kieser, Brent R",0,17,10,8,9,4,0,2,0,0,0,0,0,0,3.46
30138,ACCY,202,"Accounting and Accountancy, II",ADF,DIS,120071,"Sula, Kimberly M",0,13,7,9,13,1,2,2,0,0,0,0,0,0,3.36
