CRN,Course Subject,Course Number,Course Title,Course Section,Sched Type,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade
30107,AAS,100,Intro Asian American Studies,AD1,DIS,120061,"De Pouw, Christin A",8,20,3,0,1,0,0,0,0,0,0,0,0,1,3.94
41729,AAS,100,Intro Asian American Studies,AD2,DIS,120061,"Lam, Kevin D",0,28,1,0,2,0,0,0,1,0,0,0,0,0,3.85
43832,AAS,100,Intro Asian American Studies,AD3,DIS,120061,"Lam, Kevin D",0,27,0,1,2,0,0,1,0,0,0,0,0,0,3.85
43717,AAS,199,Undergraduate Open Seminar,B,LCD,120061,"Ngo, Fiona",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
43718,AAS,199,Undergraduate Open Seminar,C,LCD,120061,"Masatsugu, Michael K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44262,AAS,199,Undergraduate Open Seminar,D,LCD,120061,"Park, Sarah Y",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44272,AAS,199,Undergraduate Open Seminar,E,LCD,120061,"Bui, Diem-My T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45369,AAS,199,Undergraduate Open Seminar,F,LCD,120061,"Lee, Matthew R",4,3,2,1,0,4,0,2,1,0,0,3,2,0,2.59
45370,AAS,199,Undergraduate Open Seminar,G,LCD,120061,"Lee, Matthew R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45392,AAS,199,Undergraduate Open Seminar,H,LCD,120061,"Lee, Matthew R",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39533,AAS,450,Asian American Ethnic Groups,1U,LCD,120061,"Bui, Diem-My T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
30109,AAS,490,Adv Topics in Asian Am Studies,DB,CNF,120061,"Bui, Diem-My T",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45863,AAS,490,Adv Topics in Asian Am Studies,KAO,CNF,120061,"Ono, Kent A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39550,AAS,490,Adv Topics in Asian Am Studies,SP,CNF,120061,"Park, Sarah Y",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
45101,AAS,590,Asian Am Studies Seminar,MKJ,LCD,120061,"Jung, Moon-Kie",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29862,ABE,222,Agr & Bio Engineering II,AL1,LEC,120061,"Zhang, Yuanhui",1,5,6,9,5,3,1,2,0,0,0,0,0,0,3.29
29865,ABE,374,Env Control for Bio Buildings,AL1,LEC,120061,"Wang, Xinlei",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
39997,ABE,425,Eng Measurement Systems,AE1,LCD,120061,"Zhang, Qin",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29868,ABE,426,Applied Machine Vision,AE1,LCD,120061,"Grift, Tony E",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29875,ABE,456,Land and Water Resources Eng,G4,LEC,120061,"Kalita, Prasanta K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
40185,ABE,456,Land and Water Resources Eng,U3,LEC,120061,"Kalita, Prasanta K",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29872,ABE,469,Off-Road Industry Design Proj,AE1,LCD,120061,"Zahos, Stephen C",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44855,ABE,488,Bioprocessing Grains for Fuels,VS1,LCD,120061,"Singh, Vijay",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44835,ABE,498,Special Topics,KB2,LCD,120061,"Bhalerao, Kaustubh",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44833,ABE,498,Special Topics,LR2,LAB,120061,"Rodriguez, Luis F",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44833,ABE,498,Special Topics,LR2,LCD,120061,"Rodriguez, Luis F",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
29880,ABE,498,Special Topics,RC,LCD,120061,"Cooke, Richard A",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
